Price,Retail Price Index,is_holiday,month,day_of_week
1.25,878.9,0,4,4
2.09,878.9,0,4,4
1.65,878.9,0,4,4
2.95,878.9,0,4,4
7.49,878.9,0,4,4
6.35,878.9,0,4,4
5.8500000000000005,878.9,0,4,4
3.805,878.9,0,4,4
1.45,878.9,0,4,4
4.95,878.9,0,4,4
5.45,878.9,0,4,4
3.155,878.9,0,4,4
1.25,878.9,0,4,4
1.65,878.9,0,4,4
4.25,878.9,0,4,4
3.75,878.9,0,4,4
2.95,878.9,0,4,4
5.6850000000000005,878.9,0,4,4
2.55,878.9,0,4,4
0.55,878.9,0,4,4
2.55,878.9,0,4,4
4.21,878.9,0,4,4
4.25,878.9,0,4,4
1.65,878.9,0,4,4
0.5066666666666667,878.9,0,4,4
1.25,878.9,0,4,4
5.6850000000000005,878.9,0,4,4
6.36,878.9,0,4,4
2.55,878.9,0,4,4
4.21,878.9,0,4,4
4.25,878.9,0,4,4
1.95,878.9,0,4,4
1.95,878.9,0,4,4
5.923333333333335,878.9,0,4,4
1.95,878.9,0,4,4
3.5066666666666664,878.9,0,4,4
0.21,878.9,0,4,4
2.55,878.9,0,4,4
2.55,878.9,0,4,4
0.85,878.9,0,4,4
0.65,878.9,0,4,4
0.42,878.9,0,4,4
1.25,878.9,0,4,4
2.9500000000000006,878.9,0,4,4
1.69,878.9,0,4,4
1.25,878.9,0,4,4
1.66,878.9,0,4,4
7.49,878.9,0,4,4
4.95,878.9,0,4,4
7.95,878.9,0,4,4
1.65,878.9,0,4,4
4.21,878.9,0,4,4
8.47,878.9,0,4,4
2.1,878.9,0,4,4
3.75,878.9,0,4,4
2.55,878.9,0,4,4
3.95,878.9,0,4,4
6.92,878.9,0,4,4
1.88,878.9,0,4,4
8.47,878.9,0,4,4
1.25,878.9,0,4,4
2.1,878.9,0,4,4
1.95,878.9,0,4,4
0.85,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
3.805,878.9,0,4,4
0.85,878.9,0,4,4
3.75,878.9,0,4,4
0.7325,878.9,0,4,4
2.95,878.9,0,4,4
3.75,878.9,0,4,4
1.95,878.9,0,4,4
2.95,878.9,0,4,4
2.51,878.9,0,4,4
3.75,878.9,0,4,4
2.95,878.9,0,4,4
0.42,878.9,0,4,4
3.74,878.9,0,4,4
3.08,878.9,0,4,4
5.6850000000000005,878.9,0,4,4
2.95,878.9,0,4,4
0.55,878.9,0,4,4
0.85,878.9,0,4,4
1.69,878.9,0,4,4
1.95,878.9,0,4,4
2.55,878.9,0,4,4
2.1,878.9,0,4,4
2.55,878.9,0,4,4
5.51,878.9,0,4,4
2.95,878.9,0,4,4
4.24,878.9,0,4,4
8.5,878.9,0,4,4
1.69,878.9,0,4,4
2.95,878.9,0,4,4
1.55,878.9,0,4,4
5.91,878.9,0,4,4
3.75,878.9,0,4,4
1.25,878.9,0,4,4
5.01,878.9,0,4,4
2.09,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
1.88,878.9,0,4,4
8.49,878.9,0,4,4
8.47,878.9,0,4,4
7.95,878.9,0,4,4
4.95,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
4.95,878.9,0,4,4
6.75,878.9,0,4,4
0.85,878.9,0,4,4
1.25,878.9,0,4,4
3.25,878.9,0,4,4
1.25,878.9,0,4,4
7.49,878.9,0,4,4
5.95,878.9,0,4,4
0.85,878.9,0,4,4
0.65,878.9,0,4,4
0.85,878.9,0,4,4
2.95,878.9,0,4,4
2.505,878.9,0,4,4
5.06,878.9,0,4,4
2.55,878.9,0,4,4
0.95,878.9,0,4,4
2.51,878.9,0,4,4
4.21,878.9,0,4,4
1.25,878.9,0,4,4
1.65,878.9,0,4,4
0.85,878.9,0,4,4
2.95,878.9,0,4,4
0.915,878.9,0,4,4
5.414,878.9,0,4,4
2.95,878.9,0,4,4
1.39,878.9,0,4,4
5.95,878.9,0,4,4
7.95,878.9,0,4,4
5.95,878.9,0,4,4
2.1,878.9,0,4,4
0.42,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
5.95,878.9,0,4,4
2.95,878.9,0,4,4
4.21,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
1.65,878.9,0,4,4
3.75,878.9,0,4,4
2.55,878.9,0,4,4
0.85,878.9,0,4,4
6.75,878.9,0,4,4
2.402,878.9,0,4,4
1.25,878.9,0,4,4
5.06,878.9,0,4,4
2.95,878.9,0,4,4
4.95,878.9,0,4,4
1.67,878.9,0,4,4
2.5033333333333334,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
2.0774999999999997,878.9,0,4,4
0.85,878.9,0,4,4
3.36,878.9,0,4,4
0.42,878.9,0,4,4
2.55,878.9,0,4,4
2.51,878.9,0,4,4
1.95,878.9,0,4,4
2.1,878.9,0,4,4
3.805,878.9,0,4,4
7.95,878.9,0,4,4
2.55,878.9,0,4,4
1.67,878.9,0,4,4
2.55,878.9,0,4,4
2.215,878.9,0,4,4
4.21,878.9,0,4,4
1.245,878.9,0,4,4
0.85,878.9,0,4,4
0.85,878.9,0,4,4
1.25,878.9,0,4,4
2.29,878.9,0,4,4
4.95,878.9,0,4,4
6.95,878.9,0,4,4
1.66,878.9,0,4,4
0.42,878.9,0,4,4
1.65,878.9,0,4,4
7.62,878.9,0,4,4
1.67,878.9,0,4,4
5.06,878.9,0,4,4
1.69,878.9,0,4,4
1.95,878.9,0,4,4
1.25,878.9,0,4,4
1.25,878.9,0,4,4
0.85,878.9,0,4,4
1.66,878.9,0,4,4
0.42,878.9,0,4,4
1.67,878.9,0,4,4
1.65,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
1.67,878.9,0,4,4
5.91,878.9,0,4,4
0.85,878.9,0,4,4
1.95,878.9,0,4,4
4.95,878.9,0,4,4
1.65,878.9,0,4,4
2.29,878.9,0,4,4
0.85,878.9,0,4,4
1.66,878.9,0,4,4
1.66,878.9,0,4,4
1.88,878.9,0,4,4
3.75,878.9,0,4,4
1.25,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
2.51,878.9,0,4,4
1.25,878.9,0,4,4
4.43,878.9,0,4,4
1.25,878.9,0,4,4
1.65,878.9,0,4,4
1.25,878.9,0,4,4
2.1,878.9,0,4,4
8.5,878.9,0,4,4
1.25,878.9,0,4,4
2.51,878.9,0,4,4
1.12,878.9,0,4,4
1.95,878.9,0,4,4
1.45,878.9,0,4,4
0.85,878.9,0,4,4
1.95,878.9,0,4,4
2.95,878.9,0,4,4
7.95,878.9,0,4,4
7.95,878.9,0,4,4
2.55,878.9,0,4,4
3.36,878.9,0,4,4
7.95,878.9,0,4,4
5.95,878.9,0,4,4
2.95,878.9,0,4,4
1.25,878.9,0,4,4
2.1,878.9,0,4,4
1.25,878.9,0,4,4
0.85,878.9,0,4,4
2.95,878.9,0,4,4
5.09,878.9,0,4,4
1.65,878.9,0,4,4
3.75,878.9,0,4,4
4.43,878.9,0,4,4
5.91,878.9,0,4,4
2.95,878.9,0,4,4
0.85,878.9,0,4,4
0.85,878.9,0,4,4
1.05,878.9,0,4,4
2.51,878.9,0,4,4
5.06,878.9,0,4,4
1.66,878.9,0,4,4
0.85,878.9,0,4,4
1.25,878.9,0,4,4
2.51,878.9,0,4,4
0.85,878.9,0,4,4
1.255,878.9,0,4,4
1.25,878.9,0,4,4
4.21,878.9,0,4,4
1.25,878.9,0,4,4
2.95,878.9,0,4,4
1.25,878.9,0,4,4
5.6850000000000005,878.9,0,4,4
5.91,878.9,0,4,4
3.36,878.9,0,4,4
2.95,878.9,0,4,4
5.95,878.9,0,4,4
1.66,878.9,0,4,4
1.754,878.9,0,4,4
1.95,878.9,0,4,4
0.85,878.9,0,4,4
1.65,878.9,0,4,4
4.95,878.9,0,4,4
1.95,878.9,0,4,4
3.36,878.9,0,4,4
2.1,878.9,0,4,4
6.11,878.9,0,4,4
1.25,878.9,0,4,4
1.25,878.9,0,4,4
2.95,878.9,0,4,4
3.08,878.9,0,4,4
0.42,878.9,0,4,4
0.85,878.9,0,4,4
0.42,878.9,0,4,4
2.51,878.9,0,4,4
0.55,878.9,0,4,4
2.1,878.9,0,4,4
4.95,878.9,0,4,4
2.95,878.9,0,4,4
1.25,878.9,0,4,4
0.43,878.9,0,4,4
1.66,878.9,0,4,4
3.36,878.9,0,4,4
1.25,878.9,0,4,4
0.85,878.9,0,4,4
8.5,878.9,0,4,4
0.42,878.9,0,4,4
8.075,878.9,0,4,4
3.08,878.9,0,4,4
4.65,878.9,0,4,4
1.25,878.9,0,4,4
3.75,878.9,0,4,4
7.489999999999999,878.9,0,4,4
4.21,878.9,0,4,4
1.65,878.9,0,4,4
4.95,878.9,0,4,4
3.36,878.9,0,4,4
2.95,878.9,0,4,4
1.25,878.9,0,4,4
4.95,878.9,0,4,4
2.55,878.9,0,4,4
5.95,878.9,0,4,4
0.85,878.9,0,4,4
1.95,878.9,0,4,4
2.51,878.9,0,4,4
1.66,878.9,0,4,4
8.5,878.9,0,4,4
2.25,878.9,0,4,4
2.9299999999999997,878.9,0,4,4
1.25,878.9,0,4,4
1.66,878.9,0,4,4
1.12,878.9,0,4,4
0.86,878.9,0,4,4
0.1,878.9,0,4,4
2.55,878.9,0,4,4
1.25,878.9,0,4,4
0.85,878.9,0,4,4
7.62,878.9,0,4,4
3.36,878.9,0,4,4
0.85,878.9,0,4,4
3.36,878.9,0,4,4
1.255,878.9,0,4,4
4.21,878.9,0,4,4
1.25,878.9,0,4,4
2.51,878.9,0,4,4
5.95,878.9,0,4,4
0.42,878.9,0,4,4
1.12,878.9,0,4,4
1.6499999999999997,878.9,0,4,4
3.36,878.9,0,4,4
2.5033333333333334,878.9,0,4,4
1.255,878.9,0,4,4
1.255,878.9,0,4,4
0.7066666666666667,878.9,0,4,4
2.55,878.9,0,4,4
2.1,878.9,0,4,4
1.67,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
3.36,878.9,0,4,4
3.75,878.9,0,4,4
1.69,878.9,0,4,4
1.69,878.9,0,4,4
3.805,878.9,0,4,4
0.85,878.9,0,4,4
3.75,878.9,0,4,4
2.95,878.9,0,4,4
2.95,878.9,0,4,4
2.51,878.9,0,4,4
1.67,878.9,0,4,4
2.944,878.9,0,4,4
7.95,878.9,0,4,4
2.95,878.9,0,4,4
1.255,878.9,0,4,4
2.95,878.9,0,4,4
7.95,878.9,0,4,4
2.3049999999999997,878.9,0,4,4
1.25,878.9,0,4,4
5.91,878.9,0,4,4
1.65,878.9,0,4,4
0.65,878.9,0,4,4
1.25,878.9,0,4,4
0.85,878.9,0,4,4
2.95,878.9,0,4,4
3.155,878.9,0,4,4
8.47,878.9,0,4,4
2.95,878.9,0,4,4
0.635,878.9,0,4,4
5.06,878.9,0,4,4
5.06,878.9,0,4,4
3.75,878.9,0,4,4
2.8033333333333332,878.9,0,4,4
3.356666666666667,878.9,0,4,4
0.85,878.9,0,4,4
8.47,878.9,0,4,4
2.55,878.9,0,4,4
1.685,878.9,0,4,4
0.42,882.1,0,5,6
1.69,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
3.75,882.1,0,5,6
1.95,882.1,0,5,6
3.25,882.1,0,5,6
1.45,882.1,0,5,6
1.95,882.1,0,5,6
1.95,882.1,0,5,6
0.85,882.1,0,5,6
2.95,882.1,0,5,6
1.25,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
3.75,882.1,0,5,6
7.489999999999999,882.1,0,5,6
0.19,882.1,0,5,6
1.49,882.1,0,5,6
1.69,882.1,0,5,6
4.65,882.1,0,5,6
0.85,882.1,0,5,6
1.65,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
5.95,882.1,0,5,6
2.55,882.1,0,5,6
1.45,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
5.95,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
3.95,882.1,0,5,6
5.95,882.1,0,5,6
1.65,882.1,0,5,6
3.75,882.1,0,5,6
3.75,882.1,0,5,6
6.75,882.1,0,5,6
2.95,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
6.35,882.1,0,5,6
0.42,882.1,0,5,6
3.75,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
2.55,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
2.95,882.1,0,5,6
7.95,882.1,0,5,6
0.42,882.1,0,5,6
2.95,882.1,0,5,6
1.25,882.1,0,5,6
3.75,882.1,0,5,6
1.65,882.1,0,5,6
0.85,882.1,0,5,6
5.95,882.1,0,5,6
6.75,882.1,0,5,6
0.85,882.1,0,5,6
1.45,882.1,0,5,6
2.1,882.1,0,5,6
5.95,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
4.95,882.1,0,5,6
7.65,882.1,0,5,6
2.55,882.1,0,5,6
0.85,882.1,0,5,6
1.69,882.1,0,5,6
0.85,882.1,0,5,6
1.45,882.1,0,5,6
0.55,882.1,0,5,6
1.25,882.1,0,5,6
2.55,882.1,0,5,6
2.1,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
4.95,882.1,0,5,6
0.55,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
1.65,882.1,0,5,6
5.95,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
8.5,882.1,0,5,6
4.95,882.1,0,5,6
2.1,882.1,0,5,6
2.55,882.1,0,5,6
1.65,882.1,0,5,6
0.42,882.1,0,5,6
2.95,882.1,0,5,6
0.55,882.1,0,5,6
6.15,882.1,0,5,6
5.95,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
3.75,882.1,0,5,6
6.95,882.1,0,5,6
1.95,882.1,0,5,6
1.65,882.1,0,5,6
2.55,882.1,0,5,6
3.75,882.1,0,5,6
2.55,882.1,0,5,6
0.42,882.1,0,5,6
7.49,882.1,0,5,6
0.85,882.1,0,5,6
0.85,882.1,0,5,6
3.75,882.1,0,5,6
2.9500000000000006,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
4.95,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
1.95,882.1,0,5,6
0.65,882.1,0,5,6
3.75,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
5.95,882.1,0,5,6
1.65,882.1,0,5,6
3.75,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
1.45,882.1,0,5,6
1.45,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
0.85,882.1,0,5,6
2.9500000000000006,882.1,0,5,6
7.49,882.1,0,5,6
0.85,882.1,0,5,6
4.65,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
0.42,882.1,0,5,6
1.65,882.1,0,5,6
1.65,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
6.45,882.1,0,5,6
3.75,882.1,0,5,6
0.85,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
1.95,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
2.95,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
2.1,882.1,0,5,6
1.65,882.1,0,5,6
2.1,882.1,0,5,6
7.95,882.1,0,5,6
2.55,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
1.65,882.1,0,5,6
4.95,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
2.1,882.1,0,5,6
7.49,882.1,0,5,6
1.25,882.1,0,5,6
8.5,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
7.95,882.1,0,5,6
0.42,882.1,0,5,6
8.5,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
2.55,882.1,0,5,6
0.85,882.1,0,5,6
1.65,882.1,0,5,6
3.75,882.1,0,5,6
4.65,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
7.489999999999999,882.1,0,5,6
2.1,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
7.95,882.1,0,5,6
5.95,882.1,0,5,6
0.42,882.1,0,5,6
2.1,882.1,0,5,6
2.1,882.1,0,5,6
2.1,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
0.65,882.1,0,5,6
1.95,882.1,0,5,6
2.1,882.1,0,5,6
0.65,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
2.55,882.1,0,5,6
0.75,882.1,0,5,6
2.95,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
0.42,882.1,0,5,6
1.95,882.1,0,5,6
2.55,882.1,0,5,6
2.55,882.1,0,5,6
2.1,882.1,0,5,6
3.75,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
6.92,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
5.45,882.1,0,5,6
0.95,882.1,0,5,6
2.95,882.1,0,5,6
1.95,882.1,0,5,6
5.95,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
2.95,882.1,0,5,6
6.35,882.1,0,5,6
2.1,882.1,0,5,6
0.55,882.1,0,5,6
0.85,882.1,0,5,6
2.95,882.1,0,5,6
2.55,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
2.1,882.1,0,5,6
1.65,882.1,0,5,6
7.49,882.1,0,5,6
3.95,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
4.25,882.1,0,5,6
1.65,882.1,0,5,6
1.65,882.1,0,5,6
4.95,882.1,0,5,6
2.95,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
2.95,882.1,0,5,6
7.95,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
4.95,882.1,0,5,6
0.42,882.1,0,5,6
0.42,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
0.65,882.1,0,5,6
2.55,882.1,0,5,6
1.65,882.1,0,5,6
5.95,882.1,0,5,6
1.65,882.1,0,5,6
7.205,882.1,0,5,6
4.95,882.1,0,5,6
0.29,882.1,0,5,6
2.95,882.1,0,5,6
4.95,882.1,0,5,6
2.95,882.1,0,5,6
1.69,882.1,0,5,6
6.75,882.1,0,5,6
1.25,882.1,0,5,6
1.45,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
4.65,882.1,0,5,6
4.95,882.1,0,5,6
4.65,882.1,0,5,6
0.42,882.1,0,5,6
2.55,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
4.25,882.1,0,5,6
1.45,882.1,0,5,6
6.35,882.1,0,5,6
3.75,882.1,0,5,6
4.25,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
0.55,882.1,0,5,6
0.85,882.1,0,5,6
2.95,882.1,0,5,6
2.95,882.1,0,5,6
4.25,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
2.9500000000000006,882.1,0,5,6
8.5,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
1.69,882.1,0,5,6
0.29,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
7.489999999999999,882.1,0,5,6
4.95,882.1,0,5,6
1.65,882.1,0,5,6
0.85,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
1.95,882.1,0,5,6
0.55,882.1,0,5,6
1.25,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
0.55,882.1,0,5,6
0.55,882.1,0,5,6
1.95,882.1,0,5,6
4.25,882.1,0,5,6
4.95,882.1,0,5,6
8.5,882.1,0,5,6
6.92,882.1,0,5,6
2.9500000000000006,882.1,0,5,6
1.95,882.1,0,5,6
0.55,882.1,0,5,6
2.95,882.1,0,5,6
0.42,882.1,0,5,6
3.75,882.1,0,5,6
1.95,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
0.55,882.1,0,5,6
2.95,882.1,0,5,6
3.95,882.1,0,5,6
1.65,882.1,0,5,6
3.75,882.1,0,5,6
2.55,882.1,0,5,6
5.95,882.1,0,5,6
2.1,882.1,0,5,6
1.49,882.1,0,5,6
0.85,882.1,0,5,6
1.25,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
0.65,882.1,0,5,6
4.95,882.1,0,5,6
6.35,882.1,0,5,6
1.45,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
3.75,882.1,0,5,6
1.25,882.1,0,5,6
3.75,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
5.45,882.1,0,5,6
1.25,882.1,0,5,6
2.1,882.1,0,5,6
2.55,882.1,0,5,6
4.95,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
4.95,882.1,0,5,6
3.75,882.1,0,5,6
2.25,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
7.95,882.1,0,5,6
2.95,882.1,0,5,6
1.69,882.1,0,5,6
6.92,882.1,0,5,6
1.25,882.1,0,5,6
2.55,882.1,0,5,6
0.42,882.1,0,5,6
1.95,882.1,0,5,6
2.1,882.1,0,5,6
0.85,882.1,0,5,6
0.42,882.1,0,5,6
1.95,882.1,0,5,6
1.25,882.1,0,5,6
1.65,882.1,0,5,6
2.95,882.1,0,5,6
1.49,882.1,0,5,6
2.55,882.1,0,5,6
2.25,882.1,0,5,6
0.42,882.1,0,5,6
3.45,882.1,0,5,6
0.85,882.1,0,5,6
2.1,882.1,0,5,6
0.55,882.1,0,5,6
0.85,882.1,0,5,6
3.75,882.1,0,5,6
1.65,882.1,0,5,6
7.49,882.1,0,5,6
2.25,882.1,0,5,6
1.45,882.1,0,5,6
1.25,882.1,0,5,6
2.95,882.1,0,5,6
3.25,882.1,0,5,6
1.25,882.1,0,5,6
1.25,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
2.55,882.1,0,5,6
4.25,882.1,0,5,6
4.65,882.1,0,5,6
2.55,882.1,0,5,6
1.25,882.1,0,5,6
1.45,882.1,0,5,6
0.42,882.1,0,5,6
0.55,882.1,0,5,6
0.85,882.1,0,5,6
3.25,882.1,0,5,6
0.55,882.1,0,5,6
5.95,882.1,0,5,6
7.95,882.1,0,5,6
1.95,882.1,0,5,6
2.95,882.1,0,5,6
1.65,882.1,0,5,6
1.25,882.1,0,5,6
1.45,882.1,0,5,6
3.75,882.1,0,5,6
2.55,882.1,0,5,6
4.25,882.1,0,5,6
2.1,882.1,0,5,6
1.25,882.1,0,5,6
0.85,882.1,0,5,6
0.65,882.1,0,5,6
1.6499999999999997,882.1,0,5,6
1.25,882.1,0,5,6
0.42,882.1,0,5,6
0.29,882.1,0,5,6
0.65,882.1,0,5,6
2.55,882.1,0,5,6
3.36,882.1,0,5,1
3.75,882.1,0,5,1
5.91,882.1,0,5,1
0.85,882.1,0,5,1
1.25,882.1,0,5,1
4.65,882.1,0,5,1
3.08,882.1,0,5,1
4.95,882.1,0,5,1
0.85,882.1,0,5,1
1.25,882.1,0,5,1
1.155,882.1,0,5,1
1.49,882.1,0,5,1
5.91,882.1,0,5,1
1.45,882.1,0,5,1
3.36,882.1,0,5,1
3.36,882.1,0,5,1
1.88,882.1,0,5,1
1.25,882.1,0,5,1
1.25,882.1,0,5,1
0.7933333333333333,882.1,0,5,1
3.95,882.1,0,5,1
4.21,882.1,0,5,1
1.65,882.1,0,5,1
3.36,882.1,0,5,1
2.51,882.1,0,5,1
1.95,882.1,0,5,1
1.65,882.1,0,5,1
1.45,882.1,0,5,1
8.47,882.1,0,5,1
4.21,882.1,0,5,1
8.5,882.1,0,5,1
0.85,882.1,0,5,1
0.42,882.1,0,5,1
2.51,882.1,0,5,1
5.06,882.1,0,5,1
2.1,882.1,0,5,1
1.65,882.1,0,5,1
3.36,882.1,0,5,1
1.255,882.1,0,5,1
0.55,882.1,0,5,1
8.47,882.1,0,5,1
4.95,882.1,0,5,1
3.75,882.1,0,5,1
1.12,882.1,0,5,1
1.66,882.1,0,5,1
2.1,882.1,0,5,1
7.35,882.1,0,5,1
2.55,882.1,0,5,1
5.91,882.1,0,5,1
1.25,882.1,0,5,1
0.42,882.1,0,5,1
1.25,882.1,0,5,1
1.25,882.1,0,5,1
1.25,882.1,0,5,1
1.25,882.1,0,5,1
5.91,882.1,0,5,1
0.85,882.1,0,5,1
2.51,882.1,0,5,1
0.85,882.1,0,5,1
2.95,882.1,0,5,1
2.505,882.1,0,5,1
1.39,882.1,0,5,1
5.06,882.1,0,5,1
2.1,882.1,0,5,1
3.36,882.1,0,5,1
2.95,882.1,0,5,1
2.55,882.1,0,5,1
6.75,882.1,0,5,1
1.25,882.1,0,5,1
4.43,882.1,0,5,1
4.43,882.1,0,5,1
5.91,882.1,0,5,1
3.456666666666667,882.1,0,5,1
5.06,882.1,0,5,1
5.45,882.1,0,5,1
1.66,882.1,0,5,1
1.45,882.1,0,5,1
4.95,882.1,0,5,1
2.95,882.1,0,5,1
0.85,882.1,0,5,1
2.1,882.1,0,5,1
1.65,882.1,0,5,1
3.36,882.1,0,5,1
1.45,882.1,0,5,1
1.88,882.1,0,5,1
4.95,882.1,0,5,1
0.81,882.1,0,5,1
0.5499999999999999,882.1,0,5,1
1.66,882.1,0,5,1
0.85,882.1,0,5,1
0.85,882.1,0,5,1
1.95,882.1,0,5,1
5.95,882.1,0,5,1
5.91,882.1,0,5,1
0.85,882.1,0,5,1
4.95,882.1,0,5,1
4.95,882.1,0,5,1
1.95,882.1,0,5,1
2.723333333333333,882.1,0,5,1
3.75,882.1,0,5,1
1.45,882.1,0,5,1
1.66,882.1,0,5,1
2.95,882.1,0,5,1
0.42,882.1,0,5,1
2.55,882.1,0,5,1
0.85,882.1,0,5,1
0.85,882.1,0,5,1
1.6499999999999997,882.1,0,5,1
6.77,882.1,0,5,1
2.55,882.1,0,5,1
1.45,882.1,0,5,1
1.12,882.1,0,5,1
2.95,882.1,0,5,1
4.25,882.1,0,5,1
